# dimension = 2
# x | y | z ... | value 
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
0	1	0
1	1	3
2	1	3
3	1	3
4	1	3
5	1	1
6	1	1
7	1	1
8	1	3
9	1	1
10	1	2
11	1	0
0	2	0
1	2	2
2	2	1
3	2	0
4	2	2
5	2	3
6	2	3
7	2	3
8	2	0
9	2	2
10	2	0
11	2	0
0	3	0
1	3	3
2	3	1
3	3	3
4	3	1
5	3	3
6	3	3
7	3	2
8	3	3
9	3	3
10	3	1
11	3	0
0	4	0
1	4	2
2	4	1
3	4	3
4	4	2
5	4	2
6	4	2
7	4	1
8	4	3
9	4	0
10	4	2
11	4	0
0	5	0
1	5	1
2	5	2
3	5	3
4	5	3
5	5	3
6	5	1
7	5	1
8	5	3
9	5	2
10	5	3
11	5	0
0	6	0
1	6	0
2	6	2
3	6	3
4	6	3
5	6	1
6	6	2
7	6	2
8	6	3
9	6	2
10	6	2
11	6	0
0	7	0
1	7	3
2	7	2
3	7	3
4	7	2
5	7	0
6	7	3
7	7	3
8	7	1
9	7	2
10	7	3
11	7	0
0	8	0
1	8	0
2	8	3
3	8	1
4	8	1
5	8	2
6	8	2
7	8	2
8	8	3
9	8	1
10	8	0
11	8	0
0	9	0
1	9	2
2	9	3
3	9	3
4	9	0
5	9	2
6	9	3
7	9	2
8	9	3
9	9	3
10	9	3
11	9	0
0	10	0
1	10	2
2	10	1
3	10	3
4	10	2
5	10	2
6	10	1
7	10	1
8	10	3
9	10	3
10	10	1
11	10	0
0	11	0
1	11	0
2	11	0
3	11	0
4	11	0
5	11	0
6	11	0
7	11	0
8	11	0
9	11	0
10	11	0
11	11	0
