# dimension = 2 sidelength = 25
# x | y
0	951
1	943
2	941
3	955
4	985
5	945
6	939
7	943
8	969
9	933
10	945
11	986
12	1003
13	1023
14	1010
15	1010
16	1013
17	988
18	996
19	975
20	974
21	946
22	937
23	927
24	889
25	895
26	886
27	889
28	878
29	865
30	893
31	884
32	883
33	905
34	929
35	932
36	977
37	971
38	987
39	1035
40	1055
41	1045
42	1021
43	1047
44	1037
45	1057
46	1084
47	1057
48	1027
49	1035
50	1041
51	1065
52	1076
53	1116
54	1147
55	1108
56	1077
57	1083
58	1094
59	1070
60	1056
61	1053
62	999
63	978
64	973
65	948
66	944
67	942
68	933
69	906
70	895
71	911
72	905
73	948
74	954
75	906
76	901
77	898
78	912
79	928
80	934
81	954
82	987
83	955
84	960
85	992
86	944
87	954
88	950
89	941
90	899
91	900
92	915
93	903
94	884
95	892
96	909
97	881
98	922
99	933
100	939
101	926
102	916
103	891
104	871
105	857
106	871
107	895
108	878
109	880
110	902
111	925
112	903
113	912
114	921
115	925
116	927
117	942
118	942
119	955
120	941
121	960
122	962
123	914
124	943
125	942
126	944
127	973
128	975
129	984
130	998
131	995
132	983
133	979
134	971
135	940
136	900
137	904
138	919
139	911
140	888
141	880
142	900
143	911
144	914
145	915
146	889
147	916
148	931
149	910
150	923
151	931
152	938
153	928
154	923
155	940
156	950
157	942
158	948
159	896
160	931
161	942
162	966
163	965
164	931
165	928
166	909
167	915
168	896
169	864
170	825
171	816
172	828
173	837
174	832
175	844
176	853
177	845
178	839
179	829
180	829
181	851
182	825
183	869
184	914
185	922
186	969
187	963
188	947
189	937
190	938
191	951
192	982
193	975
194	971
195	986
196	1004
197	985
198	998
199	1011
200	1002
201	974
202	972
203	951
204	949
205	931
206	951
207	931
208	947
209	907
210	902
211	922
212	923
213	909
214	901
215	911
216	928
217	916
218	900
219	904
220	903
221	895
222	858
223	875
224	902
225	879
226	901
227	879
228	895
229	893
230	894
231	917
232	932
233	931
234	931
235	936
236	959
237	970
238	959
239	981
240	1004
241	1007
242	1005
243	1021
244	1033
245	1031
246	1019
247	1055
248	1089
249	1095
250	1089
251	1102
252	1106
253	1109
254	1080
255	1064
256	1020
257	990
258	1011
259	1046
260	1112
261	1136
262	1118
263	1155
264	1118
265	1095
266	1122
267	1129
268	1133
269	1162
270	1153
271	1114
272	1059
273	1060
274	1074
275	1074
276	1105
277	1072
278	1074
279	1098
280	1122
281	1149
282	1155
283	1136
284	1144
285	1180
286	1150
287	1122
288	1118
289	1124
290	1159
291	1124
292	1102
293	1093
294	1043
295	1039
296	1013
297	1019
298	1046
299	1028
300	1008
301	1003
302	1032
303	1012
304	986
305	962
306	1017
307	1004
308	1019
309	1044
310	1001
311	1011
312	1010
313	1013
314	993
315	1020
316	981
317	989
318	1019
319	1003
320	1024
321	1009
322	1018
323	1015
324	1025
325	1025
326	1027
327	1052
328	1055
329	1072
330	1064
331	1035
332	1040
333	1046
334	1073
335	1065
336	1058
337	1019
338	1029
339	1031
340	1024
341	1009
342	1011
343	1006
344	1032
345	1029
346	1020
347	996
348	984
349	980
350	965
351	971
352	937
353	950
354	1001
355	1015
356	997
357	937
358	929
359	927
360	915
361	949
362	974
363	991
364	1012
365	1026
366	1007
367	1027
368	1013
369	999
370	1000
371	979
372	973
373	963
374	973
375	972
376	1000
377	974
378	957
379	948
380	946
381	957
382	947
383	973
384	954
385	1003
386	999
387	1005
388	999
389	1003
390	992
391	996
392	985
393	995
394	1001
395	1008
396	1023
397	1008
398	958
399	952
400	980
401	973
402	964
403	908
404	897
405	928
406	879
407	890
408	927
409	920
410	896
411	878
412	891
413	858
414	830
415	869
416	867
417	841
418	876
419	903
420	890
421	884
422	817
423	794
424	813
425	821
426	839
427	837
428	868
429	865
430	864
431	876
432	880
433	873
434	861
435	831
436	842
437	854
438	848
439	816
440	838
441	818
442	841
443	864
444	876
445	875
446	889
447	881
448	898
449	882
450	925
451	972
452	946
453	969
454	982
455	979
456	981
457	938
458	967
459	983
460	972
461	982
462	955
463	957
464	967
465	958
466	940
467	984
468	989
469	962
470	967
471	998
472	983
473	973
474	1007
475	980
476	947
477	989
478	960
479	935
480	894
481	920
482	928
483	968
484	954
485	931
486	953
487	982
488	987
489	956
490	953
491	948
492	975
493	976
494	1007
495	989
496	1040
497	1055
498	1045
499	1061
500	1016
501	1021
502	1021
503	1009
504	1054
505	1052
506	1057
507	1069
508	1027
509	1051
510	1054
511	1038
512	1001
513	974
514	1002
515	981
516	1002
517	1015
518	1006
519	1046
520	1007
521	946
522	963
523	991
524	989
525	952
526	944
527	927
528	911
529	882
530	896
531	917
532	936
533	949
534	906
535	853
536	837
537	793
538	788
539	783
540	783
541	785
542	785
543	792
544	803
545	803
546	798
547	819
548	801
549	830
550	856
551	891
552	900
553	901
554	904
555	912
556	946
557	938
558	937
559	948
560	944
561	960
562	934
563	904
564	912
565	897
566	946
567	985
568	972
569	949
570	956
571	988
572	1039
573	1034
574	1049
575	1071
576	1076
577	1055
578	1035
579	1022
580	1010
581	1012
582	1032
583	1058
584	1048
585	1066
586	1056
587	1039
588	1050
589	1077
590	1013
591	991
592	1002
593	993
594	1037
595	1029
596	1035
597	1065
598	1059
599	1086
600	1070
601	1072
602	1076
603	1078
604	1087
605	1079
606	1063
607	1038
608	1070
609	1092
610	1101
611	1073
612	1047
613	1064
614	1053
615	1035
616	1038
617	1055
618	997
619	1022
620	995
621	925
622	912
623	918
624	919
