
# Surface 0 of 1 surfaces

# Contour 0, label:     0.99
 3.43347  0  0.99 
 3.42857  0.0423058  0.99 
 2.93878  0.0426077  0.99 
 2.48199  0.489796  0.99 
 2.45386  0.979592  0.99 
 2.45238  1.46939  0.99 
 2.44898  1.47279  0.99 
 1.95918  1.47323  0.99 
 1.95532  1.46939  0.99 
 1.95428  0.979592  0.99 
 1.91877  0.489796  0.99 
 1.46939  0.0404171  0.99 
 0.979592  0.0426077  0.99 
 0.974058  0  0.99 

