# dimension = 2
# nrOfCluster | Time | Size | Radius 
544	19	32	5	
545	2	2	1	
546	48	142	14	
547	12	24	5	
548	131	743	38	
549	36	132	8	
550	5	5	3	
551	2	2	1	
552	6	8	2	
553	1	1	0	
554	1	1	0	
555	8	20	6	
556	4	5	2	
557	119	863	47	
558	1	1	0	
559	1	1	0	
560	3	3	1	
561	181	2087	40	
562	26	45	7	
563	1	1	0	
564	4	6	2	
565	3	5	1	
566	5	8	2	
567	20	50	9	
568	11	14	3	
569	7	10	3	
570	25	61	11	
571	3	4	1	
572	1	1	0	
573	22	66	10	
574	1	1	0	
575	12	41	5	
576	107	551	24	
577	3	4	1	
578	1	1	0	
579	3	3	1	
580	17	27	9	
581	152	912	37	
582	33	89	12	
583	51	183	12	
584	62	205	19	
585	14	30	5	
586	8	13	4	
587	89	309	36	
588	3	3	1	
589	70	275	18	
590	3	3	1	
591	1	1	0	
592	4	5	1	
593	7	9	3	
594	11	18	6	
595	50	197	21	
596	7	12	3	
597	1	1	0	
598	1	1	0	
599	6	6	2	
600	42	117	18	
601	16	30	5	
602	7	11	3	
603	1	1	0	
604	48	307	17	
605	13	21	5	
606	1	1	0	
607	1	1	0	
608	1	1	0	
609	16	36	6	
610	62	494	23	
611	7	12	5	
612	103	376	28	
613	3	3	2	
614	1	1	0	
615	1	1	0	
616	148	620	30	
617	8	11	3	
618	106	432	29	
619	5	9	3	
620	2	2	1	
621	3	3	1	
622	71	371	23	
623	2	2	1	
624	278	2223	40	
625	103	756	32	
626	1	1	0	
627	183	598	46	
628	100	487	29	
629	2	2	1	
630	1	1	0	
631	43	157	15	
632	1	1	0	
633	48	196	21	
634	1	1	0	
635	7	16	3	
636	7	18	4	
637	136	1337	28	
638	29	37	7	
639	27	42	8	
640	3	3	1	
641	15	36	8	
642	7	14	4	
643	46	115	14	
644	11	11	4	
645	32	75	14	
646	2	3	1	
647	8	18	4	
648	10	16	5	
649	1	1	0	
650	1	1	0	
651	29	83	5	
652	127	1658	30	
653	2	2	1	
654	8	8	4	
655	58	376	15	
656	1	1	0	
657	1	1	0	
658	46	109	10	
659	1	1	0	
660	15	35	8	
661	2	2	1	
662	166	1143	32	
663	22	62	11	
664	11	21	6	
665	126	432	24	
666	254	1900	28	
667	1	1	0	
668	10	21	4	
669	10	21	3	
670	3	4	2	
671	5	6	2	
672	221	1099	38	
673	36	96	12	
674	24	47	8	
675	38	81	17	
676	2	2	1	
677	38	108	15	
678	71	327	22	
679	1	1	0	
680	40	252	15	
681	12	37	7	
682	77	395	25	
683	46	164	23	
684	6	6	2	
685	170	1145	52	
686	14	49	6	
687	48	145	9	
688	10	27	5	
689	1	1	0	
690	22	63	12	
691	74	171	19	
692	39	120	14	
693	84	648	22	
694	30	61	9	
695	17	55	6	
696	6	7	2	
697	89	379	26	
698	31	75	10	
699	48	142	19	
700	124	715	31	
701	75	414	19	
702	1	1	0	
703	13	20	7	
704	7	10	3	
705	38	196	13	
706	53	246	19	
707	73	977	28	
708	137	1080	45	
709	64	221	22	
710	3	3	1	
711	2	2	1	
712	21	45	7	
713	63	236	21	
714	64	244	15	
715	23	81	9	
716	2	2	1	
717	203	2633	41	
718	16	41	4	
719	13	39	6	
720	81	898	25	
721	36	146	15	
722	12	23	5	
723	15	25	9	
724	7	9	3	
725	58	222	15	
726	3	3	1	
727	18	44	7	
728	171	1979	45	
729	1	1	0	
730	86	426	27	
731	1	1	0	
732	82	338	28	
733	112	1159	25	
734	1	1	0	
735	61	215	23	
736	40	104	13	
737	26	67	8	
738	2	3	1	
739	4	4	1	
740	41	214	13	
741	4	5	3	
742	1	1	0	
743	169	3212	35	
744	124	1186	30	
745	2	2	1	
746	17	55	5	
747	95	835	25	
748	5	9	2	
749	5	5	2	
750	82	579	19	
751	70	357	17	
752	143	720	37	
753	1	1	0	
754	3	3	1	
755	1	1	0	
756	86	211	13	
757	17	33	8	
758	1	1	0	
759	157	1500	25	
760	1	1	0	
761	11	16	5	
762	1	1	0	
763	46	195	17	
764	40	355	17	
765	12	19	5	
766	2	2	1	
767	5	10	3	
768	69	308	20	
769	28	71	7	
770	33	128	10	
771	2	2	1	
772	6	9	4	
773	111	467	31	
774	131	1071	33	
775	2	2	1	
776	165	1804	39	
777	17	30	6	
778	150	827	43	
779	6	8	3	
780	33	76	14	
781	59	217	16	
782	1	1	0	
783	40	70	10	
784	112	534	16	
785	81	403	27	
786	1	1	0	
787	10	16	4	
788	2	2	1	
789	12	21	9	
790	1	1	0	
791	2	2	1	
792	42	141	18	
793	1	1	0	
794	45	160	15	
795	43	164	17	
796	12	23	5	
797	13	36	4	
798	2	2	1	
799	54	425	17	
800	32	144	13	
801	2	2	1	
802	6	9	2	
803	17	32	6	
804	180	1140	43	
805	5	5	2	
806	64	259	15	
807	7	10	4	
808	2	2	1	
809	77	301	22	
810	1	1	0	
811	5	8	3	
812	10	18	3	
813	45	118	13	
814	10	31	4	
815	16	42	6	
816	1	1	0	
817	28	68	9	
818	47	195	16	
819	79	683	27	
820	43	159	14	
821	6	7	3	
822	1	1	0	
823	1	1	0	
824	9	11	3	
825	12	17	5	
826	16	29	5	
827	4	4	2	
828	12	23	6	
829	56	569	20	
830	9	13	4	
831	20	78	11	
832	49	163	15	
833	23	79	10	
834	59	333	17	
835	10	17	4	
836	4	6	2	
837	6	7	2	
838	4	4	1	
839	13	26	6	
840	131	469	27	
841	14	38	7	
842	35	65	8	
843	15	23	4	
844	53	599	21	
845	17	46	5	
846	177	1256	49	
847	60	313	23	
848	4	4	2	
849	10	27	7	
850	41	307	11	
851	105	411	24	
852	30	60	10	
853	43	200	10	
854	3	6	2	
855	19	43	5	
856	41	115	13	
857	16	62	9	
858	85	727	31	
859	5	8	2	
860	36	100	11	
861	96	253	19	
862	29	68	8	
863	14	23	6	
864	1	1	0	
865	1	1	0	
866	9	15	4	
867	2	2	1	
868	118	332	30	
869	1	1	0	
870	10	26	6	
871	1	1	0	
872	1	1	0	
873	156	2934	39	
874	14	24	5	
875	2	2	1	
876	2	2	1	
877	8	11	3	
878	31	102	10	
879	120	1407	31	
880	56	179	15	
881	1	1	0	
882	22	50	7	
883	69	296	23	
884	1	1	0	
885	3	4	2	
886	19	40	5	
887	10	19	5	
888	23	59	8	
889	24	71	9	
890	54	249	18	
891	1	1	0	
892	44	157	14	
893	2	2	1	
894	43	153	22	
895	24	53	8	
896	57	126	12	
897	27	53	10	
898	9	16	4	
899	14	30	5	
900	8	13	3	
901	2	2	1	
902	28	99	11	
903	5	6	2	
904	29	124	14	
905	2	2	1	
906	26	38	6	
907	30	93	14	
908	20	59	6	
909	1	1	0	
910	102	389	27	
911	3	3	2	
912	1	1	0	
913	1	1	0	
914	5	7	2	
915	102	580	17	
916	117	1137	32	
917	5	5	2	
918	139	749	46	
919	178	705	25	
920	1	1	0	
921	5	7	2	
922	4	4	2	
923	10	11	4	
924	5	8	2	
925	2	2	1	
926	2	3	1	
927	7	23	3	
928	73	203	18	
929	6	8	3	
930	8	12	4	
931	10	15	3	
932	160	1213	36	
933	158	1489	48	
934	37	84	8	
935	1	1	0	
936	1	1	0	
937	5	11	3	
938	192	976	33	
939	40	136	13	
940	15	16	3	
941	62	251	22	
942	51	129	16	
943	2	2	1	
944	4	6	2	
945	31	68	11	
946	3	3	2	
947	5	8	2	
948	2	2	1	
949	2	2	1	
950	38	139	14	
951	5	5	3	
952	1	1	0	
953	1	1	0	
954	154	1552	35	
955	42	150	14	
956	185	3094	37	
957	41	305	10	
958	52	353	15	
959	9	21	4	
960	5	8	3	
961	3	3	1	
962	52	382	16	
963	3	4	2	
964	6	13	3	
965	69	204	16	
966	68	249	22	
967	1	1	0	
968	16	59	8	
969	12	35	5	
970	11	27	5	
971	4	4	2	
972	155	1523	46	
973	1	1	0	
974	43	92	14	
975	42	179	19	
976	9	12	4	
977	1	1	0	
978	5	6	3	
979	4	5	1	
980	38	244	16	
981	3	3	2	
982	4	5	2	
983	13	29	5	
984	20	61	5	
985	2	3	1	
986	59	230	21	
987	23	65	10	
988	32	135	11	
989	84	258	29	
990	149	1224	43	
991	1	1	0	
992	32	84	13	
993	29	136	10	
994	1	1	0	
995	7	8	2	
996	123	2468	27	
997	1	1	0	
998	46	227	10	
999	4	5	1	
1000	27	44	7	
1001	10	18	6	
1002	11	19	5	
1003	116	660	22	
1004	138	416	23	
1005	1	1	0	
1006	1	1	0	
1007	37	214	13	
1008	3	3	1	
1009	3	3	1	
1010	3	3	2	
1011	2	2	1	
1012	48	231	21	
1013	14	25	4	
1014	6	7	2	
1015	14	35	6	
1016	120	534	28	
1017	2	2	1	
1018	108	476	38	
1019	42	242	10	
1020	86	199	25	
1021	50	150	14	
1022	7	15	3	
1023	10	19	5	
1024	41	194	14	
1025	62	258	22	
1026	176	2306	30	
1027	172	629	32	
1028	23	69	9	
1029	69	609	16	
1030	1	1	0	
1031	2	2	1	
1032	99	583	30	
1033	1	1	0	
1034	5	7	2	
1035	1	1	0	
1036	2	2	1	
1037	6	10	3	
1038	21	63	8	
1039	4	5	1	
1040	9	22	4	
1041	6	7	2	
1042	185	1011	45	
1043	1	1	0	
1044	10	22	5	
1045	7	11	3	
1046	30	124	11	
1047	1	1	0	
1048	9	12	5	
1049	3	4	2	
1050	143	654	27	
1051	76	258	21	
1052	163	1732	39	
1053	38	231	15	
1054	2	4	1	
1055	1	1	0	
1056	3	4	2	
1057	9	20	4	
1058	11	16	4	
1059	116	783	21	
1060	1	1	0	
1061	1	1	0	
1062	1	1	0	
1063	11	17	6	
1064	10	16	4	
1065	1	1	0	
1066	19	56	6	
1067	50	330	13	
1068	40	129	12	
1069	2	2	1	
1070	119	1053	35	
1071	13	25	6	
1072	71	643	18	
1073	1	1	0	
1074	2	2	1	
1075	1	1	0	
1076	57	193	8	
1077	1	1	0	
1078	27	118	15	
1079	1	1	0	
1080	1	1	0	
1081	63	331	16	
1082	28	76	6	
1083	1	1	0	
1084	6	13	3	
1085	51	221	14	
1086	139	823	43	
1087	109	1499	28	
1088	9	14	4	
1089	1	1	0	
1090	4	4	1	
1091	29	52	10	
1092	41	139	12	
1093	106	810	41	
1094	2	2	1	
1095	141	2619	39	
1096	11	26	6	
1097	36	208	11	
1098	110	542	27	
1099	8	9	3	
1100	156	679	38	
1101	86	374	22	
1102	18	22	5	
1103	31	63	7	
1104	223	1082	48	
1105	2	2	1	
1106	1	1	0	
1107	1	1	0	
1108	2	2	1	
1109	1	1	0	
1110	40	149	12	
1111	9	13	3	
1112	3	3	2	
1113	19	37	8	
1114	5	8	2	
1115	1	1	0	
1116	11	24	6	
1117	1	1	0	
1118	28	48	7	
1119	135	794	37	
1120	4	5	1	
1121	2	3	1	
1122	38	123	11	
1123	48	318	14	
1124	10	14	4	
1125	24	102	6	
1126	53	348	28	
1127	1	1	0	
1128	4	7	2	
1129	3	3	2	
1130	2	2	1	
1131	140	750	31	
1132	189	1496	40	
1133	1	1	0	
1134	1	1	0	
1135	23	80	7	
1136	180	980	38	
1137	2	3	1	
1138	156	1351	34	
1139	29	147	11	
1140	18	48	9	
1141	124	1662	32	
1142	2	2	1	
1143	41	139	12	
1144	25	64	8	
1145	131	682	32	
1146	117	495	27	
1147	5	8	2	
1148	3	5	2	
1149	1	1	0	
1150	202	1002	28	
1151	10	22	5	
1152	117	607	44	
1153	1	1	0	
1154	4	6	2	
1155	23	73	11	
1156	28	53	10	
1157	1	1	0	
1158	117	844	36	
1159	118	726	41	
1160	55	240	17	
1161	7	10	4	
1162	1	1	0	
1163	140	2081	29	
1164	1	1	0	
1165	91	297	24	
1166	68	441	27	
1167	277	3240	43	
1168	5	7	3	
1169	2	2	1	
1170	10	13	5	
1171	1	1	0	
1172	2	2	1	
1173	2	2	1	
1174	261	2665	43	
1175	12	16	5	
1176	7	10	2	
1177	1	1	0	
1178	102	1341	29	
1179	10	22	4	
1180	211	1159	42	
1181	5	7	3	
1182	51	197	19	
1183	15	23	6	
1184	60	314	17	
1185	70	478	23	
1186	65	284	19	
1187	61	372	21	
1188	92	450	11	
1189	11	17	6	
1190	27	76	10	
1191	61	604	16	
1192	188	1602	33	
1193	63	249	22	
1194	5	6	3	
1195	58	217	15	
1196	2	2	1	
1197	1	1	0	
1198	21	87	9	
1199	3	3	2	
1200	3	3	1	
1201	2	3	1	
1202	5	5	4	
1203	24	61	10	
1204	70	251	13	
1205	13	28	7	
1206	22	48	9	
1207	14	40	6	
1208	6	9	3	
1209	1	1	0	
1210	4	5	1	
1211	5	8	2	
1212	60	272	23	
1213	9	14	3	
1214	19	79	7	
1215	9	16	4	
1216	2	2	1	
1217	1	1	0	
1218	2	2	1	
1219	87	205	16	
1220	26	34	5	
1221	4	4	1	
1222	20	57	7	
1223	45	142	23	
1224	49	119	16	
1225	1	1	0	
1226	43	211	15	
1227	122	420	25	
1228	112	659	34	
1229	128	1413	32	
1230	55	222	17	
1231	24	119	10	
1232	7	11	3	
1233	67	283	22	
1234	2	2	1	
1235	190	2429	36	
1236	27	66	11	
1237	2	2	1	
1238	1	1	0	
1239	128	862	39	
1240	5	9	3	
1241	9	16	5	
1242	19	34	6	
1243	26	115	8	
1244	1	1	0	
1245	3	4	2	
1246	63	172	14	
1247	5	10	2	
1248	53	167	15	
1249	2	2	1	
1250	2	2	1	
1251	5	9	3	
1252	206	3591	39	
1253	95	549	31	
1254	9	22	5	
1255	5	8	2	
1256	41	88	11	
1257	1	1	0	
1258	88	212	15	
1259	3	3	1	
1260	122	1319	45	
1261	2	2	1	
1262	34	172	14	
1263	10	16	5	
1264	1	1	0	
1265	19	59	8	
1266	25	55	9	
1267	5	10	3	
1268	17	73	9	
1269	2	3	1	
1270	3	3	1	
1271	24	43	9	
1272	1	1	0	
1273	3	3	1	
1274	30	124	15	
1275	97	579	28	
1276	40	123	16	
1277	165	1057	41	
1278	156	1448	36	
1279	111	641	31	
1280	3	4	2	
1281	16	36	7	
1282	2	2	1	
1283	10	19	6	
1284	15	24	6	
1285	5	8	3	
1286	46	131	14	
1287	6	9	3	
1288	1	1	0	
1289	1	1	0	
1290	76	230	15	
1291	59	328	26	
1292	120	1450	35	
1293	13	17	3	
1294	6	11	2	
1295	7	18	3	
1296	23	52	6	
1297	14	18	4	
1298	74	198	13	
1299	2	2	1	
1300	104	923	40	
1301	5	8	2	
1302	9	10	2	
1303	4	4	1	
1304	21	55	6	
1305	3	3	1	
1306	10	17	5	
1307	135	1489	39	
1308	78	349	27	
1309	25	79	8	
1310	6	9	3	
1311	6	9	3	
1312	41	135	18	
1313	57	148	17	
1314	89	354	28	
1315	3	3	1	
1316	9	16	4	
1317	6	7	2	
1318	25	51	10	
1319	1	1	0	
1320	2	2	1	
1321	2	2	1	
1322	4	5	2	
1323	1	1	0	
1324	2	2	1	
1325	96	582	24	
1326	175	915	31	
1327	4	5	2	
1328	1	1	0	
1329	136	1881	34	
1330	34	108	14	
1331	9	22	5	
1332	6	11	2	
1333	10	24	5	
1334	62	504	16	
1335	101	695	26	
1336	1	1	0	
1337	1	1	0	
1338	1	1	0	
1339	2	2	1	
1340	30	65	14	
1341	62	128	13	
1342	30	80	8	
1343	24	43	8	
1344	99	471	19	
1345	35	94	11	
1346	4	4	1	
1347	156	1966	36	
1348	4	4	2	
1349	1	1	0	
1350	44	188	17	
1351	3	3	2	
1352	8	11	4	
1353	8	11	3	
1354	6	6	2	
1355	106	1346	20	
1356	97	496	32	
1357	3	3	1	
1358	24	73	6	
1359	6	6	2	
1360	29	77	11	
1361	139	998	21	
1362	2	2	1	
1363	2	2	1	
1364	4	4	2	
1365	14	23	6	
1366	2	2	1	
1367	216	2093	44	
1368	26	39	8	
1369	4	6	2	
1370	66	296	20	
1371	1	1	0	
1372	2	2	1	
1373	10	11	4	
1374	131	739	36	
1375	1	1	0	
1376	28	57	8	
1377	3	4	2	
1378	68	185	17	
1379	49	279	17	
1380	2	2	1	
1381	83	523	20	
1382	42	76	17	
1383	6	9	3	
1384	192	1687	35	
1385	1	1	0	
1386	2	2	1	
1387	5	6	2	
1388	29	69	8	
1389	65	301	21	
1390	28	60	10	
1391	3	3	1	
1392	13	27	7	
1393	3	3	2	
1394	15	49	7	
1395	2	2	1	
1396	3	4	1	
1397	113	515	37	
1398	249	1743	27	
1399	1	1	0	
1400	91	511	21	
1401	4	6	2	
1402	78	210	15	
1403	12	20	4	
1404	10	20	6	
1405	2	3	1	
1406	2	3	1	
1407	14	22	6	
1408	1	1	0	
1409	1	1	0	
1410	27	120	12	
1411	8	9	3	
1412	18	44	9	
1413	1	1	0	
1414	13	29	4	
1415	6	8	2	
1416	2	3	1	
1417	11	20	4	
1418	2	2	1	
1419	4	6	1	
1420	34	76	12	
1421	3	3	1	
1422	14	37	7	
1423	4	4	2	
1424	37	104	8	
1425	19	39	6	
1426	14	33	5	
1427	31	58	10	
1428	4	5	2	
1429	38	178	12	
1430	72	533	27	
1431	20	37	5	
1432	2	2	1	
1433	24	94	10	
1434	31	83	9	
1435	36	160	16	
1436	4	4	1	
1437	21	50	9	
1438	4	6	1	
1439	17	33	7	
1440	15	22	4	
1441	118	2214	40	
1442	3	3	1	
1443	15	22	5	
1444	41	319	21	
1445	1	1	0	
1446	1	1	0	
1447	7	9	3	
1448	44	157	13	
1449	192	2372	52	
1450	15	42	6	
1451	218	1330	37	
1452	2	2	1	
1453	15	22	5	
1454	15	17	4	
1455	37	120	14	
1456	134	906	38	
1457	22	76	8	
1458	123	521	29	
1459	2	2	1	
1460	5	5	1	
1461	150	1127	33	
1462	11	16	5	
1463	2	2	1	
1464	136	880	32	
1465	169	883	35	
1466	3	5	2	
1467	55	339	24	
1468	19	43	10	
1469	4	7	2	
1470	5	7	3	
1471	90	397	21	
1472	56	180	13	
1473	3	3	1	
1474	8	17	4	
1475	4	5	2	
1476	1	1	0	
1477	45	163	15	
