# Dimension: 2	 Sidelength: 100
# FromMidpoint: 0	 From Zerozero1
# timesteps | averageSlope | averageSlopeVariance
0	0	0
1	0.0007	6.9965e-08
2	0.0021	2.09601e-07
3	0.0027	2.69325e-07
4	0.0036	3.58776e-07
5	0.0048	4.77792e-07
6	0.0058	5.76751e-07
7	0.0067	6.65644e-07
8	0.0077	7.64224e-07
9	0.0092	9.11718e-07
10	0.0105	1.03918e-06
11	0.0118	1.16631e-06
12	0.0127	1.25412e-06
13	0.0135	1.33204e-06
14	0.0144	1.41955e-06
15	0.0158	1.55535e-06
16	0.0171	1.6811e-06
17	0.0177	1.73902e-06
18	0.0184	1.80651e-06
19	0.0194	1.92275e-06
20	0.0204	2.01879e-06
21	0.0211	2.0859e-06
22	0.0219	2.16247e-06
23	0.0231	2.27709e-06
24	0.0238	2.34382e-06
25	0.0247	2.42948e-06
26	0.0264	2.59082e-06
27	0.0271	2.65709e-06
28	0.0283	2.79047e-06
29	0.0293	2.88473e-06
30	0.0303	2.97879e-06
31	0.0315	3.1114e-06
32	0.0325	3.22502e-06
33	0.0329	3.26241e-06
34	0.034	3.36507e-06
35	0.0346	3.42097e-06
36	0.0355	3.50468e-06
37	0.0362	3.56967e-06
38	0.0368	3.6253e-06
39	0.0376	3.69936e-06
40	0.0391	3.83789e-06
41	0.0406	4.03597e-06
42	0.042	4.18444e-06
43	0.043	4.27596e-06
44	0.0438	4.36903e-06
45	0.0448	4.46019e-06
46	0.046	4.56931e-06
47	0.0474	4.69626e-06
48	0.0482	4.78863e-06
49	0.0495	4.92596e-06
50	0.0503	4.99799e-06
51	0.0514	5.09682e-06
52	0.0527	5.21331e-06
53	0.0536	5.31377e-06
54	0.0538	5.33162e-06
55	0.0545	5.39405e-06
56	0.0554	5.49418e-06
57	0.0564	5.60302e-06
58	0.0571	5.6851e-06
59	0.0579	5.75591e-06
60	0.0586	5.83777e-06
61	0.0596	5.96598e-06
62	0.0609	6.08034e-06
63	0.0617	6.15054e-06
64	0.0628	6.24687e-06
65	0.0636	6.31677e-06
66	0.0644	6.40655e-06
67	0.0653	6.50489e-06
68	0.0658	6.56835e-06
69	0.0671	6.6811e-06
70	0.0681	6.8076e-06
71	0.0694	6.93975e-06
72	0.0705	7.03438e-06
73	0.0715	7.1202e-06
74	0.0725	7.24582e-06
75	0.0732	7.30564e-06
76	0.074	7.39388e-06
77	0.0746	7.44497e-06
78	0.0762	7.58087e-06
79	0.0773	7.69401e-06
80	0.0788	7.84062e-06
81	0.0798	7.96479e-06
82	0.0811	8.0939e-06
83	0.0817	8.14414e-06
84	0.0824	8.24267e-06
85	0.0833	8.33778e-06
86	0.0841	8.4044e-06
87	0.0849	8.4909e-06
88	0.0861	8.5904e-06
89	0.0869	8.65657e-06
90	0.0878	8.75087e-06
91	0.0888	8.85323e-06
92	0.0907	9.04916e-06
93	0.0917	9.15094e-06
94	0.0925	9.21622e-06
95	0.0937	9.3339e-06
96	0.0945	9.43886e-06
97	0.0955	9.51988e-06
98	0.0962	9.57647e-06
99	0.0975	9.68131e-06
100	0.0984	9.81371e-06
101	0.0992	9.89792e-06
102	0.1002	1.0038e-05
103	0.1012	1.01779e-05
104	0.1024	1.02935e-05
105	0.1028	1.03453e-05
106	0.1038	1.04646e-05
107	0.1048	1.06038e-05
108	0.1055	1.06591e-05
109	0.1061	1.08064e-05
110	0.1073	1.09009e-05
111	0.1082	1.09915e-05
112	0.1094	1.11054e-05
113	0.1105	1.12112e-05
114	0.1116	1.13168e-05
115	0.1127	1.14222e-05
116	0.1138	1.15673e-05
117	0.1143	1.16059e-05
118	0.1148	1.16644e-05
119	0.1156	1.1726e-05
120	0.1173	1.18764e-05
121	0.1179	1.19223e-05
122	0.1189	1.20387e-05
123	0.1197	1.20996e-05
124	0.1204	1.21528e-05
125	0.1221	1.22816e-05
126	0.1227	1.23469e-05
127	0.123	1.24096e-05
128	0.1235	1.24673e-05
129	0.1245	1.25825e-05
130	0.1256	1.2685e-05
131	0.1265	1.27723e-05
132	0.127	1.28297e-05
133	0.128	1.29242e-05
134	0.1292	1.30533e-05
135	0.1302	1.31274e-05
136	0.1309	1.31792e-05
137	0.1318	1.32655e-05
138	0.1325	1.33771e-05
139	0.1337	1.34851e-05
140	0.1347	1.35783e-05
141	0.1363	1.3735e-05
142	0.138	1.38784e-05
143	0.139	1.39507e-05
144	0.1399	1.40356e-05
145	0.1412	1.41691e-05
146	0.1418	1.42121e-05
147	0.1427	1.43165e-05
148	0.1437	1.43879e-05
149	0.1446	1.4492e-05
150	0.1458	1.45772e-05
151	0.147	1.4662e-05
152	0.1482	1.47866e-05
153	0.1494	1.4931e-05
154	0.1507	1.5122e-05
155	0.1514	1.51708e-05
156	0.1526	1.52544e-05
157	0.1533	1.5343e-05
158	0.1542	1.54053e-05
159	0.1548	1.54868e-05
160	0.1556	1.5582e-05
161	0.1561	1.56364e-05
162	0.1572	1.5832e-05
163	0.1584	1.59941e-05
164	0.1594	1.60624e-05
165	0.16	1.61232e-05
166	0.1608	1.61976e-05
167	0.1618	1.63053e-05
168	0.1626	1.63594e-05
169	0.1632	1.64399e-05
170	0.1642	1.65671e-05
171	0.1649	1.66141e-05
172	0.166	1.67477e-05
173	0.1666	1.67878e-05
174	0.1675	1.68677e-05
175	0.1683	1.69609e-05
176	0.1697	1.70736e-05
177	0.1705	1.71664e-05
178	0.171	1.72594e-05
179	0.1722	1.73982e-05
180	0.1726	1.74444e-05
181	0.1739	1.75694e-05
182	0.1752	1.7674e-05
183	0.1758	1.7753e-05
184	0.1767	1.78513e-05
185	0.1779	1.79688e-05
186	0.1788	1.80867e-05
187	0.1796	1.8198e-05
188	0.1806	1.8302e-05
189	0.1821	1.84577e-05
190	0.1829	1.85285e-05
191	0.1835	1.85865e-05
192	0.1839	1.86318e-05
193	0.1849	1.87349e-05
194	0.1857	1.88053e-05
195	0.1867	1.89081e-05
196	0.1874	1.89719e-05
197	0.1881	1.90156e-05
198	0.1892	1.91442e-05
199	0.1906	1.9271e-05
200	0.1919	1.93913e-05
201	0.1924	1.94621e-05
202	0.1935	1.95697e-05
203	0.1948	1.96892e-05
204	0.1956	1.9778e-05
205	0.197	1.99031e-05
206	0.1978	2.00115e-05
207	0.1986	2.01798e-05
208	0.2001	2.03101e-05
209	0.2005	2.0334e-05
210	0.2021	2.04496e-05
