# sidelength 10
# dim | avSlope | sqrt(var(avSlope)) | zk 
1	-nan	0	3
2	4.01389	0.31451	5
3	5.0277	0.220218	7
4	6.0193	0.14471	9
5	6.99343	0.0916305	11
6	7.97281	0.0567375	13
7	8.96207	0.0346508	15
