# 1 PileNr | 2 averageSlopeLattice | 3 averageSlopeCluster | 4 averageSlopeReached | 5 clustersize
0	2.138	 2.57273	 2.21127	 110
1	2.1376	 2.37215	 2.14107	 438
2	2.1492	 3	 1.6	 1
3	2.1508	 2.29511	 2.11765	 593
4	2.1436	 2.48864	 2.17054	 88
5	2.1288	 2.83333	 1.5	 6
6	2.1576	 2.56098	 2.17857	 41
7	2.1392	 2.875	 2	 8
8	2.1244	 3	 1.6	 1
9	2.1416	 2.6875	 2.07143	 16
10	2.1288	 2.25089	 2.10942	 845
11	2.1228	 2.56667	 2.03704	 30
12	2.1392	 2.27732	 2.09945	 613
13	2.1316	 3	 1.8	 1
14	2.1248	 2.72727	 2.08333	 11
15	2.1564	 2.64706	 2.12281	 34
16	2.1484	 2.54762	 2.03676	 84
17	2.1532	 2.57143	 1.95082	 35
18	2.1408	 2.6129	 2.06796	 62
19	2.152	 2.75	 1.8	 8
20	2.1376	 2.32596	 2.09393	 859
21	2.1332	 3	 1.83333	 2
22	2.1272	 2.42793	 2.05128	 222
23	2.144	 2.34072	 2.15445	 857
24	2.1484	 2.46296	 2.09155	 108
25	2.1536	 3	 1.8	 5
26	2.142	 3	 1.95	 8
27	2.1416	 2.49505	 2.0604	 101
28	2.1408	 2.77778	 1.95238	 9
29	2.1392	 3	 1.8	 1
30	2.1352	 2.85714	 2	 7
31	2.134	 2.34188	 2.05195	 234
32	2.1256	 3	 2.07143	 5
33	2.1332	 3	 1.875	 2
34	2.1428	 3	 1.8	 1
35	2.138	 2.8	 1.78571	 5
36	2.1292	 3	 1.625	 2
37	2.1476	 3	 1.8	 1
38	2.1432	 3	 1.96296	 12
39	2.1348	 2.71429	 1.86207	 14
40	2.1484	 2.47573	 2.10135	 103
41	2.1492	 2.83333	 2.14286	 12
42	2.1572	 3	 1	 1
43	2.1344	 3	 2	 3
44	2.1376	 3	 1.6	 1
45	2.1528	 2.46078	 2.08553	 102
46	2.1356	 2.66667	 2.20588	 21
47	2.1492	 2.8	 1.92857	 5
48	2.138	 2.87097	 2.16667	 31
49	2.1488	 2.78571	 1.81818	 14
50	2.1332	 2.85714	 1.97059	 14
51	2.132	 3	 1	 1
52	2.1368	 2.54054	 1.89552	 37
53	2.1472	 2.64286	 2.19231	 14
54	2.1344	 3	 1.875	 2
55	2.15	 2.31362	 2.16013	 1065
56	2.1476	 3	 2.25	 2
57	2.132	 2.29236	 2.11379	 968
58	2.1376	 2.28974	 2.12432	 780
59	2.1396	 2.44828	 2.05202	 116
60	2.1388	 2.75	 2	 20
61	2.1388	 3	 1.875	 2
62	2.1256	 3	 2.33333	 1
63	2.136	 2.3691	 2.12121	 233
64	2.1272	 3	 2	 3
65	2.1484	 2.58333	 2.01031	 60
66	2.1468	 2.7	 2	 10
67	2.1592	 2.45817	 2.12537	 251
68	2.138	 2.29964	 2.11836	 1098
69	2.124	 2.29104	 2.10768	 938
70	2.1344	 2.775	 1.93976	 40
71	2.1316	 2.26756	 2.12712	 1338
72	2.1224	 2.46721	 2.07821	 122
73	2.1444	 2.73333	 1.9697	 15
74	2.1292	 2.40881	 2.02715	 159
75	2.1564	 2.44976	 2.08651	 209
76	2.126	 3	 1.875	 2
77	2.1352	 2.67241	 2.08421	 58
78	2.1452	 2.76923	 2.17857	 13
79	2.1288	 3	 2	 2
80	2.1332	 2.39535	 2.03933	 129
81	2.1376	 3	 1.875	 2
82	2.1324	 2.62162	 2	 37
83	2.1448	 2.29877	 2.13869	 974
84	2.1292	 2.75	 2.3	 4
85	2.1564	 3	 1.76923	 4
86	2.1516	 2.35015	 2.09123	 674
87	2.138	 2.82143	 1.98333	 28
88	2.1368	 2.76471	 1.9375	 17
89	2.128	 3	 1.8	 1
90	2.1272	 2.3908	 2.04762	 87
91	2.1288	 3	 2.25	 1
92	2.1492	 2.52294	 2.14375	 109
93	2.1544	 2.32479	 2.01242	 117
94	2.1392	 2.23348	 2.12142	 1589
95	2.1436	 3	 1.75	 1
96	2.134	 2.53125	 2.23333	 64
97	2.1536	 2.8	 1.95652	 10
98	2.1368	 2.45455	 2.09434	 33
99	2.1336	 2.50226	 2.09568	 221
100	2.15	 2.42714	 2.08425	 199
101	2.1276	 3	 2	 1
102	2.148	 2.37538	 2.09152	 333
103	2.1564	 2.3871	 1.97744	 93
104	2.1344	 3	 1.86667	 6
105	2.1488	 2.44828	 2.05426	 87
106	2.1512	 2.75	 2.1	 4
107	2.1456	 2.44944	 2.07463	 89
108	2.1436	 2.34746	 1.99685	 236
109	2.1452	 2.625	 2	 32
110	2.1496	 2.62857	 1.9697	 35
111	2.1472	 3	 1.2	 1
